Price,Mileage,Cylinders,Car_Age,Mileage_per_Year,Repair Needed,Brand_Encoded,Fuel Type_diesel,Fuel Type_electric,Fuel Type_gas,Fuel Type_hybrid,Fuel Type_other,Transmission_automatic,Transmission_manual,Body Type_bus,Body Type_convertible,Body Type_coupe,Body Type_hatchback,Body Type_minivan,Body Type_offroad,Body Type_other,Body Type_pickup,Body Type_sedan,Body Type_suv,Body Type_truck,Body Type_van,Body Type_wagon,Condition_excellent,Condition_fair,Condition_good,Condition_new,Condition_salvage,Title Status_clean,Title Status_lien,Title Status_missing,Title Status_parts only,Title Status_rebuilt,Title Status_salvage
6900.0,0.14535895628606765,-1.0275251801645275,-0.7184426817306143,13900.0,1,-0.4664141411223436,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
20500.0,-1.161932938577117,0.20935954603106635,-0.4470571044415982,4769.2307692307695,1,1.6080495125702627,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
100.0,-2.035560458498869,1.4462442722266602,0.5480233456181277,439.2916666666667,1,0.8404155418411721,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
4850.0,-0.34246465429969714,-1.0275251801645275,-0.175671527152582,6891.6875,1,-1.076534175193764,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
1999.0,0.4583789649301266,0.20935954603106635,0.457561486521789,6845.086956521739,1,-0.8852693427994621,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False
350.0,-2.197579764377822,2.683128998422254,-1.3516756954049853,333.3333333333333,0,0.7916980788182346,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
4995.0,-0.36397554820608224,-1.0275251801645275,0.09571405013643415,5736.8421052631575,1,-0.8852693427994621,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
19000.0,-1.450555824456002,1.4462442722266602,2.9000316821229344,900.0,1,0.7916980788182346,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
3900.0,0.7005335661825111,0.20935954603106635,0.18617590923277286,8585.0,1,0.8404155418411721,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
6800.0,0.5018931094305726,-1.0275251801645275,-0.26613338624892074,10666.666666666666,1,-1.9369963606774718,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
5900.0,-0.583838275978527,-1.0275251801645275,-0.4470571044415982,7388.461538461538,1,-1.7617360722553292,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
3600.0,-0.17721956322562726,-1.0275251801645275,0.18617590923277286,6000.0,1,0.2725828940983038,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
3500.0,-1.024888001235096,0.20935954603106635,0.2766377683291116,3336.7619047619046,1,0.4608880474325936,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
3500.0,-0.024419211877982305,0.20935954603106635,0.18617590923277286,6450.0,1,0.4608880474325936,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
4700.0,-0.9468579551468986,0.20935954603106635,0.18617590923277286,3733.4,1,0.4608880474325936,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False
3200.0,0.00953642175482769,1.4462442722266602,0.3670996274254503,5954.545454545455,1,0.4608880474325936,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
4.0,-0.024419211877982305,-1.0275251801645275,-0.6279808226342756,11727.272727272728,1,1.357700061864558,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False
4990.0,-0.6016649836357522,-1.0275251801645275,-0.5375189635379369,7916.666666666667,1,0.7916980788182346,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
5990.0,0.06046987220404268,-1.0275251801645275,-0.8089045408269531,14888.888888888889,1,-1.683661790432741,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
1500.0,-0.17721956322562726,-1.0275251801645275,-0.4470571044415982,9230.76923076923,1,-1.7617360722553292,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
4950.0,-0.7714431517998022,-1.0275251801645275,-0.5375189635379369,7083.333333333333,1,-1.683661790432741,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
4500.0,-0.2960642809404623,-1.0275251801645275,-0.4470571044415982,8692.307692307691,1,0.7916980788182346,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
4500.0,-0.6865540677177772,-1.0275251801645275,-0.26613338624892074,6000.0,1,-1.9369963606774718,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
8990.0,-1.263799839475547,-1.0275251801645275,-0.8089045408269531,6222.222222222223,0,-1.1278508438341865,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
5500.0,0.7616537067215691,0.20935954603106635,0.2766377683291116,8347.619047619048,1,1.0580697873091636,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
7300.0,0.473404332812645,-1.0275251801645275,-0.4470571044415982,12178.615384615385,1,-0.8852693427994621,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
6000.0,-0.4318868154717022,0.20935954603106635,-0.5375189635379369,8750.0,1,-1.683661790432741,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
11000.0,-0.2960642809404623,0.20935954603106635,-0.6279808226342756,10272.727272727272,1,-0.8852693427994621,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
5300.0,-0.2585263279593908,-1.0275251801645275,-0.35659524534525944,8229.357142857143,1,0.7916980788182346,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
6200.0,0.249127372667935,-1.0275251801645275,-0.26613338624892074,9674.133333333333,1,0.2725828940983038,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
15000.0,-1.4658358595907666,-1.0275251801645275,-0.8993663999232918,5512.5,0,-0.8852693427994621,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
11900.0,-1.2469918008273062,0.20935954603106635,-0.5375189635379369,4749.166666666667,1,-2.460762811848352,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
3299.0,-0.4318868154717022,-1.0275251801645275,0.3670996274254503,4772.727272727273,1,0.7916980788182346,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
6200.0,-0.9242435031474472,0.20935954603106635,0.18617590923277286,3800.0,1,-2.460762811848352,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
15500.0,-0.5473359698232562,0.20935954603106635,-0.9898282590196305,14028.57142857143,0,0.4608880474325936,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
4600.0,-1.0770438544950922,-1.0275251801645275,-0.4470571044415982,5153.846153846154,1,0.7916980788182346,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
3800.0,0.8414494457586725,0.20935954603106635,0.2766377683291116,8571.42857142857,1,0.2725828940983038,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False
3000.0,-0.2955549464359701,-1.0275251801645275,0.2766377683291116,5382.380952380952,1,-1.683661790432741,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
7500.0,-1.1749209684416668,-1.0275251801645275,-0.8993663999232918,7654.375,0,-1.683661790432741,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
