Brand,Model,Price,Year,Mileage,Transmission,Body Type,Condition,Cylinders,Fuel Type,VIN,Title Status,Link
Chevrolet,silverado 1500,16000,2018,116000,automatic,pickup,good,8,gas,3GCUKRER3JG392704,rebuilt,https://portland.craigslist.org/mlt/cto/d/portland-2018-chevrolet-silverado-1500/7836210391.html
Toyota,prius,25998,2024,28600,automatic,hatchback,like new,4,hybrid,Unknown,rebuilt,https://portland.craigslist.org/mlt/cto/d/battle-ground-2024-toyota-prius-awd-xle/7836210052.html
Bmw,x5 3.0i,6495,2008,127000,automatic,sedan,excellent,6,gas,Unknown,clean,https://portland.craigslist.org/wsc/cto/d/beaverton-beautiful-2008-bmw-328i/7836208458.html
Subaru,forester xt,7900,2011,112000,manual,SUV,like new,4,gas,Unknown,clean,https://portland.craigslist.org/mlt/cto/d/portland-2011-subaru-forester-awd-25l/7836208424.html
Mercedes-Benz,c-class,105000,2021,27460,automatic,minivan,good,6,diesel,Unknown,clean,https://portland.craigslist.org/clc/cto/d/clackamas-2021-mercedes-sprinter-4x4/7836206559.html
Honda,Civic,7000,2009,53000,automatic,sedan,like new,4,gas,Unknown,clean,https://portland.craigslist.org/mlt/cto/d/portland-woow-2009-honda-civic-ex/7836205665.html
Honda,Civic,900,1998,171000,automatic,minivan,fair,Unknown,gas,Unknown,clean,https://portland.craigslist.org/clk/cto/d/vancouver-1998-honda-odyssey-needs-tow/7836204809.html
Jordan,Unknown,35000,1927,1779,manual,sedan,excellent,8,gas,Unknown,clean,https://portland.craigslist.org/mlt/cto/d/gresham-1927-jordan/7836202490.html
Ford,F250 extended cab,1500,2012,174000,automatic,SUV,salvage,6,gas,2FMHK6DT2CBD00867,rebuilt,https://portland.craigslist.org/mlt/cto/d/portland-2012-ford-flex-limited-turbo/7836202477.html
Dodge,SUPER BEE,3900,2011,162000,automatic,sedan,good,8,gas,Unknown,clean,https://portland.craigslist.org/wsc/cto/d/beaverton-2011-dodge-charger-rt-57hemi/7836201971.html
Toyota,prius,10500,2008,140000,automatic,SUV,excellent,6,gas,Unknown,clean,https://portland.craigslist.org/wsc/cto/d/lake-oswego-family-owned-2009-toyota/7836201863.html
Tesla,Model 3,41500,2018,58200,other,SUV,good,Unknown,electric,Unknown,clean,https://portland.craigslist.org/clc/cto/d/clackamas-2018-tesla-model/7836200953.html
Ford,F250 extended cab,17750,2013,117000,automatic,pickup,excellent,6,gas,Unknown,clean,https://portland.craigslist.org/wsc/cto/d/portland-2013-f150-limited-crew-cab/7836199710.html
Volvo,240,4000,1988,249000,automatic,sedan,good,4,gas,Unknown,clean,https://portland.craigslist.org/mlt/cto/d/portland-1988-volvo-240-dl/7836197807.html
Ford,F250 extended cab,4800,1987,90000,manual,pickup,excellent,8,diesel,Unknown,clean,https://portland.craigslist.org/clk/cto/d/vancouver-1987-ford-diesel-flatbed/7836196676.html
